ID,Edge Type,Source,Target,Weight,Source Node Type,Target Node Type
547,Topic to Topic,Finding image scale,Calculating time differences,0.6931471805599453,Topic,Topic
548,Topic to Topic,Finding image scale,Calculating speed from distance and time,2.1972245773362196,Topic,Topic
549,Topic to Topic,Calculating time differences,Calculating speed from distance and time,0.6931471805599453,Topic,Topic
550,Topic to Topic,Venn Diagramming,Counting,1.6094379124341003,Topic,Topic
551,Topic to Topic,Venn Diagramming,Calculating percentages and odds,1.6094379124341003,Topic,Topic
552,Topic to Topic,Counting,Calculating percentages and odds,1.6094379124341003,Topic,Topic
553,Topic to Knowledge Point,Venn Diagramming,Understanding of Solar Events,0.6931471805599453,Topic,Knowledge Point
554,Topic to Knowledge Point,Counting,Data Interpretation and Calculation,0.6931471805599453,Topic,Knowledge Point
555,Topic to Knowledge Point,Venn Diagramming,Understanding of Solar Phenomena,1.6094379124341003,Topic,Knowledge Point
556,Topic to Knowledge Point,Counting,Understanding of Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
557,Topic to Knowledge Point,Calculating percentages and odds,Understanding of Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
558,Knowledge Point to Knowledge Point,Data Interpretation and Analysis,Statistical Calculation,0.6931471805599453,Knowledge Point,Knowledge Point
559,Topic to Topic,Averaging,Fractions,2.0794415416798357,Topic,Topic
560,Topic to Topic,Averaging,Percentage,2.0794415416798357,Topic,Topic
561,Topic to Topic,Averaging,Odds,2.0794415416798357,Topic,Topic
562,Topic to Topic,Averaging,Arithmetic Operations,2.0794415416798357,Topic,Topic
563,Topic to Topic,Averaging,Venn Diagrams,2.0794415416798357,Topic,Topic
564,Topic to Topic,Fractions,Percentage,2.0794415416798357,Topic,Topic
565,Topic to Topic,Fractions,Odds,2.0794415416798357,Topic,Topic
566,Topic to Topic,Fractions,Arithmetic Operations,2.0794415416798357,Topic,Topic
567,Topic to Topic,Fractions,Venn Diagrams,2.0794415416798357,Topic,Topic
568,Topic to Topic,Percentage,Odds,2.0794415416798357,Topic,Topic
569,Topic to Topic,Percentage,Arithmetic Operations,2.0794415416798357,Topic,Topic
570,Topic to Topic,Percentage,Venn Diagrams,2.0794415416798357,Topic,Topic
571,Topic to Topic,Odds,Arithmetic Operations,2.0794415416798357,Topic,Topic
572,Topic to Topic,Odds,Venn Diagrams,2.0794415416798357,Topic,Topic
573,Topic to Topic,Arithmetic Operations,Venn Diagrams,2.0794415416798357,Topic,Topic
574,Topic to Knowledge Point,Averaging,Data Interpretation,1.3862943611198906,Topic,Knowledge Point
575,Topic to Knowledge Point,Fractions,Fraction and Ratio Calculation,0.6931471805599453,Topic,Knowledge Point
576,Topic to Knowledge Point,Fractions,Data Interpretation,1.9459101490553132,Topic,Knowledge Point
577,Topic to Knowledge Point,Percentage,Data Interpretation,2.0794415416798357,Topic,Knowledge Point
578,Topic to Knowledge Point,Odds,Data Interpretation,1.3862943611198906,Topic,Knowledge Point
579,Topic to Knowledge Point,Arithmetic Operations,Data Interpretation,1.3862943611198906,Topic,Knowledge Point
580,Topic to Knowledge Point,Venn Diagrams,Data Interpretation,1.3862943611198906,Topic,Knowledge Point
581,Knowledge Point to Knowledge Point,Understanding Solar Flares,Basic Probability Concepts,0.6931471805599453,Knowledge Point,Knowledge Point
582,Knowledge Point to Knowledge Point,Understanding Solar Flares,Data Interpretation,0.6931471805599453,Knowledge Point,Knowledge Point
583,Knowledge Point to Knowledge Point,Basic Probability Concepts,Data Interpretation,0.6931471805599453,Knowledge Point,Knowledge Point
584,Topic to Knowledge Point,Fractions,Knowledge of Coronal Mass Ejections (CMEs),0.6931471805599453,Topic,Knowledge Point
585,Topic to Knowledge Point,Percentage,Basic Arithmetic Skills,0.6931471805599453,Topic,Knowledge Point
586,Topic to Knowledge Point,Fractions,Statistical Calculation,0.6931471805599453,Topic,Knowledge Point
587,Topic to Knowledge Point,Averaging,Understanding of Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
588,Topic to Knowledge Point,Fractions,Understanding of Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
589,Topic to Knowledge Point,Percentage,Mathematical Reasoning,0.6931471805599453,Topic,Knowledge Point
590,Topic to Knowledge Point,Odds,Understanding of Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
591,Topic to Knowledge Point,Arithmetic Operations,Understanding of Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
592,Topic to Knowledge Point,Venn Diagrams,Understanding of Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
593,Topic to Topic,Area of rectangle,Area of cylinder,1.0986122886681098,Topic,Topic
594,Topic to Topic,Area of rectangle,Unit conversion,1.0986122886681098,Topic,Topic
595,Topic to Topic,Area of cylinder,Unit conversion,1.0986122886681098,Topic,Topic
596,Topic to Knowledge Point,Unit conversion,Surface Area Calculation,0.6931471805599453,Topic,Knowledge Point
597,Topic to Knowledge Point,Unit conversion,Dimensional Analysis and Unit Conversion,1.0986122886681098,Topic,Knowledge Point
598,Topic to Topic,Plotting tabular date,Fitting functions,1.0986122886681098,Topic,Topic
599,Topic to Topic,Plotting tabular date,Integration,1.0986122886681098,Topic,Topic
600,Topic to Topic,Fitting functions,Integration,1.0986122886681098,Topic,Topic
601,Topic to Knowledge Point,Plotting tabular date,Understanding Solar Flares and Their Measurement,0.6931471805599453,Topic,Knowledge Point
602,Topic to Knowledge Point,Fitting functions,Understanding Solar Flares and Their Measurement,0.6931471805599453,Topic,Knowledge Point
603,Topic to Knowledge Point,Integration,Understanding Solar Flares and Their Measurement,0.6931471805599453,Topic,Knowledge Point
604,Topic to Topic,Graph analysis,Extrapolation,2.0794415416798357,Topic,Topic
605,Topic to Topic,Graph analysis,Time calculations,2.0794415416798357,Topic,Topic
606,Topic to Topic,Extrapolation,Time calculations,2.0794415416798357,Topic,Topic
607,Topic to Knowledge Point,Graph analysis,Data Interpretation,1.6094379124341003,Topic,Knowledge Point
608,Topic to Knowledge Point,Extrapolation,Data Interpretation,1.0986122886681098,Topic,Knowledge Point
609,Topic to Knowledge Point,Time calculations,Data Interpretation,1.0986122886681098,Topic,Knowledge Point
610,Topic to Knowledge Point,Graph analysis,Understanding of Solar Cycles,1.3862943611198906,Topic,Knowledge Point
611,Topic to Knowledge Point,Extrapolation,Understanding of Solar Cycles,1.3862943611198906,Topic,Knowledge Point
612,Topic to Knowledge Point,Time calculations,Understanding of Solar Cycles,1.3862943611198906,Topic,Knowledge Point
613,Topic to Knowledge Point,Graph analysis,Data Interpretation Skills,0.6931471805599453,Topic,Knowledge Point
614,Topic to Knowledge Point,Extrapolation,Data Interpretation Skills,0.6931471805599453,Topic,Knowledge Point
615,Topic to Knowledge Point,Time calculations,Data Interpretation Skills,0.6931471805599453,Topic,Knowledge Point
616,Topic to Knowledge Point,Time calculations,Mathematical Application,0.6931471805599453,Topic,Knowledge Point
617,Knowledge Point to Knowledge Point,Understanding of Solar Cycles,Data Interpretation,0.6931471805599453,Knowledge Point,Knowledge Point
618,Topic to Topic,Image scale,Time,1.0986122886681098,Topic,Topic
619,Topic to Topic,Image scale,Speed calculations,1.0986122886681098,Topic,Topic
620,Topic to Topic,Time,Speed calculations,1.0986122886681098,Topic,Topic
621,Topic to Knowledge Point,Image scale,Understanding of Magnetic Field Components,0.6931471805599453,Topic,Knowledge Point
622,Topic to Knowledge Point,Image scale,Application of Mathematical Operations,1.6094379124341003,Topic,Knowledge Point
623,Topic to Knowledge Point,Time,Understanding of Magnetic Field Components,0.6931471805599453,Topic,Knowledge Point
624,Topic to Knowledge Point,Speed calculations,Understanding of Magnetic Field Components,0.6931471805599453,Topic,Knowledge Point
625,Topic to Topic,Decimals,Scientific notation,2.70805020110221,Topic,Topic
626,Topic to Topic,Scientific notation,Scientific notation,1.0986122886681098,Topic,Topic
627,Topic to Knowledge Point,Scientific notation,Understanding of Solar Dynamics,0.6931471805599453,Topic,Knowledge Point
628,Topic to Knowledge Point,Scientific notation,Application of Astronomical Instruments,0.6931471805599453,Topic,Knowledge Point
629,Topic to Knowledge Point,Scientific notation,Correlation Between Stellar Properties,0.6931471805599453,Topic,Knowledge Point
630,Topic to Knowledge Point,Scientific notation,Measurement and Conversion Skills,0.6931471805599453,Topic,Knowledge Point
631,Topic to Knowledge Point,Scientific notation,Astronomical Scale and Geometry,0.6931471805599453,Topic,Knowledge Point
632,Topic to Knowledge Point,Scientific notation,Understanding of Celestial Rotation,0.6931471805599453,Topic,Knowledge Point
633,Topic to Knowledge Point,Scientific notation,Key Concepts in Stellar Dynamics,0.6931471805599453,Topic,Knowledge Point
634,Topic to Knowledge Point,Scientific notation,Use of Spectroscopy,0.6931471805599453,Topic,Knowledge Point
635,Topic to Knowledge Point,Scientific notation,Mathematical Calculation of Rotation,0.6931471805599453,Topic,Knowledge Point
636,Topic to Knowledge Point,Scientific notation,Comparison of Stellar Sizes and Rotational Characteristics,0.6931471805599453,Topic,Knowledge Point
637,Topic to Knowledge Point,Decimals,Estimation Techniques,0.6931471805599453,Topic,Knowledge Point
638,Topic to Knowledge Point,Scientific notation,Understanding of Stellar Rotation,0.6931471805599453,Topic,Knowledge Point
639,Topic to Knowledge Point,Scientific notation,Geometric Interpretation,0.6931471805599453,Topic,Knowledge Point
640,Topic to Knowledge Point,Scientific notation,Estimation Techniques,1.0986122886681098,Topic,Knowledge Point
641,Topic to Knowledge Point,Scientific notation,Mathematical Reasoning,1.0986122886681098,Topic,Knowledge Point
642,Topic to Knowledge Point,Scientific notation,Applications of Observational Tools,0.6931471805599453,Topic,Knowledge Point
643,Topic to Topic,Time calculation,Evaluating a simple equation,1.3862943611198906,Topic,Topic
644,Topic to Topic,Time calculation,Solving for variables,1.3862943611198906,Topic,Topic
645,Topic to Topic,Evaluating a simple equation,Solving for variables,1.3862943611198906,Topic,Topic
646,Topic to Knowledge Point,Time calculation,Understanding of Kinetic Energy,1.3862943611198906,Topic,Knowledge Point
647,Topic to Knowledge Point,Evaluating a simple equation,Understanding of Kinetic Energy,1.3862943611198906,Topic,Knowledge Point
648,Topic to Knowledge Point,Solving for variables,Understanding of Kinetic Energy,1.3862943611198906,Topic,Knowledge Point
649,Knowledge Point to Knowledge Point,Comparative Analysis,Application of Mathematical Skills,0.6931471805599453,Knowledge Point,Knowledge Point
650,Topic to Topic,Pythagorean Theorem,Square root formulae,1.0986122886681098,Topic,Topic
651,Topic to Topic,Pythagorean Theorem,Solving for variables,1.0986122886681098,Topic,Topic
652,Topic to Topic,Square root formulae,Solving for variables,1.0986122886681098,Topic,Topic
653,Topic to Knowledge Point,Pythagorean Theorem,Parallax Effect,0.6931471805599453,Topic,Knowledge Point
654,Topic to Knowledge Point,Square root formulae,Parallax Effect,0.6931471805599453,Topic,Knowledge Point
655,Topic to Knowledge Point,Solving for variables,Parallax Effect,0.6931471805599453,Topic,Knowledge Point
656,Topic to Knowledge Point,Pythagorean Theorem,Application of the Pythagorean Theorem,1.3862943611198906,Topic,Knowledge Point
657,Topic to Knowledge Point,Pythagorean Theorem,Geometric Relationships in Astronomy,0.6931471805599453,Topic,Knowledge Point
658,Knowledge Point to Knowledge Point,Application of the Pythagorean Theorem,Geometric Relationships in Astronomy,0.6931471805599453,Knowledge Point,Knowledge Point
659,Topic to Knowledge Point,Pythagorean Theorem,Application of Geometry in Astronomy,0.6931471805599453,Topic,Knowledge Point
660,Topic to Topic,Time calculation,Finding image scale,1.9459101490553132,Topic,Topic
661,Topic to Topic,Time calculation,Calculating speed from distance and time,1.9459101490553132,Topic,Topic
662,Topic to Knowledge Point,Time calculation,Angular Size Concept,0.6931471805599453,Topic,Knowledge Point
663,Topic to Knowledge Point,Finding image scale,Angular Size Concept,0.6931471805599453,Topic,Knowledge Point
664,Topic to Knowledge Point,Calculating speed from distance and time,Angular Size Concept,0.6931471805599453,Topic,Knowledge Point
665,Topic to Knowledge Point,Time calculation,Long-term Astronomical Changes,0.6931471805599453,Topic,Knowledge Point
666,Topic to Knowledge Point,Finding image scale,Long-term Astronomical Changes,0.6931471805599453,Topic,Knowledge Point
667,Topic to Knowledge Point,Calculating speed from distance and time,Long-term Astronomical Changes,0.6931471805599453,Topic,Knowledge Point
668,Topic to Knowledge Point,Time calculation,Understanding Angular Size,1.3862943611198906,Topic,Knowledge Point
669,Topic to Knowledge Point,Time calculation,Future Predictions in Astronomy,0.6931471805599453,Topic,Knowledge Point
670,Topic to Knowledge Point,Finding image scale,Understanding Angular Size,1.3862943611198906,Topic,Knowledge Point
671,Topic to Knowledge Point,Finding image scale,Future Predictions in Astronomy,0.6931471805599453,Topic,Knowledge Point
672,Topic to Knowledge Point,Calculating speed from distance and time,Understanding Angular Size,1.3862943611198906,Topic,Knowledge Point
673,Topic to Knowledge Point,Calculating speed from distance and time,Future Predictions in Astronomy,0.6931471805599453,Topic,Knowledge Point
674,Topic to Knowledge Point,Finding image scale,Units of Measurement,0.6931471805599453,Topic,Knowledge Point
675,Topic to Knowledge Point,Simple linear equations,Unit Conversion,1.6094379124341003,Topic,Knowledge Point
676,Topic to Knowledge Point,Unit conversion,Scientific Notation,0.6931471805599453,Topic,Knowledge Point
677,Topic to Topic,Probability,Numerating possible outcomes,1.6094379124341003,Topic,Topic
678,Topic to Knowledge Point,Probability,Understanding Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
679,Topic to Knowledge Point,Numerating possible outcomes,Understanding Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
680,Topic to Knowledge Point,Time calculation,Understanding Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
681,Topic to Topic,Working with fractions,Scale model,3.58351893845611,Topic,Topic
682,Topic to Knowledge Point,Working with fractions,Understanding Stellar Sizes,2.9444389791664403,Topic,Knowledge Point
683,Topic to Knowledge Point,Scale model,Understanding Stellar Sizes,2.9444389791664403,Topic,Knowledge Point
684,Topic to Knowledge Point,Working with fractions,Proportional Relationships,1.6094379124341003,Topic,Knowledge Point
685,Topic to Knowledge Point,Working with fractions,Use of Telescopes in Astronomy,1.0986122886681098,Topic,Knowledge Point
686,Topic to Knowledge Point,Scale model,Proportional Relationships,1.791759469228055,Topic,Knowledge Point
687,Topic to Knowledge Point,Scale model,Use of Telescopes in Astronomy,1.0986122886681098,Topic,Knowledge Point
688,Topic to Knowledge Point,Scale model,Critical Thinking,0.6931471805599453,Topic,Knowledge Point
689,Knowledge Point to Knowledge Point,Understanding Stellar Sizes,Proportional Relationships,1.3862943611198906,Knowledge Point,Knowledge Point
690,Topic to Knowledge Point,Working with fractions,Mathematical Reasoning,0.6931471805599453,Topic,Knowledge Point
691,Topic to Knowledge Point,Scale model,Mathematical Reasoning,0.6931471805599453,Topic,Knowledge Point
692,Knowledge Point to Knowledge Point,Understanding Stellar Sizes,Mathematical Reasoning,0.6931471805599453,Knowledge Point,Knowledge Point
693,Topic to Knowledge Point,Working with fractions,Comparative Ratios,0.6931471805599453,Topic,Knowledge Point
694,Topic to Knowledge Point,Scale model,Comparative Ratios,0.6931471805599453,Topic,Knowledge Point
695,Knowledge Point to Knowledge Point,Understanding Stellar Sizes,Comparative Ratios,0.6931471805599453,Knowledge Point,Knowledge Point
696,Topic to Knowledge Point,Working with fractions,Comparative Analysis,1.0986122886681098,Topic,Knowledge Point
697,Topic to Knowledge Point,Scale model,Comparative Analysis,1.0986122886681098,Topic,Knowledge Point
698,Knowledge Point to Knowledge Point,Understanding Stellar Sizes,Comparative Analysis,1.0986122886681098,Knowledge Point,Knowledge Point
699,Topic to Knowledge Point,Working with fractions,Knowledge of Specific Stars,1.791759469228055,Topic,Knowledge Point
700,Topic to Knowledge Point,Scale model,Knowledge of Specific Stars,1.791759469228055,Topic,Knowledge Point
701,Knowledge Point to Knowledge Point,Understanding Stellar Sizes,Knowledge of Specific Stars,1.6094379124341003,Knowledge Point,Knowledge Point
702,Topic to Topic,Algebra,Polynomials,2.4849066497880004,Topic,Topic
703,Topic to Topic,Algebra,Integral calculus,2.5649493574615367,Topic,Topic
704,Topic to Topic,Polynomials,Integral calculus,2.0794415416798357,Topic,Topic
705,Topic to Knowledge Point,Algebra,Understanding of Stellar Structure,1.6094379124341003,Topic,Knowledge Point
706,Topic to Knowledge Point,Polynomials,Understanding of Stellar Structure,1.6094379124341003,Topic,Knowledge Point
707,Topic to Knowledge Point,Integral calculus,Understanding of Stellar Structure,1.6094379124341003,Topic,Knowledge Point
708,Topic to Knowledge Point,Algebra,Application of Mathematical Modeling,0.6931471805599453,Topic,Knowledge Point
709,Topic to Knowledge Point,Algebra,Data Interpretation and Analysis,1.0986122886681098,Topic,Knowledge Point
710,Topic to Knowledge Point,Algebra,Mathematical Modeling in Astronomy,1.9459101490553132,Topic,Knowledge Point
711,Topic to Knowledge Point,Integral calculus,Mathematical Modeling in Astronomy,2.1972245773362196,Topic,Knowledge Point
712,Topic to Topic,Image scale,speed = distance/time,1.3862943611198906,Topic,Topic
713,Topic to Knowledge Point,Image scale,Interpretation of Astronomical Data,0.6931471805599453,Topic,Knowledge Point
714,Topic to Knowledge Point,speed = distance/time,Application of Mathematical Concepts,0.6931471805599453,Topic,Knowledge Point
715,Topic to Knowledge Point,Angle measure,Conversion of Units,1.0986122886681098,Topic,Knowledge Point
716,Topic to Knowledge Point,Proportion,Conversion of Units,1.0986122886681098,Topic,Knowledge Point
717,Topic to Knowledge Point,Geometry,Understanding of Angular Measurements,1.0986122886681098,Topic,Knowledge Point
718,Topic to Knowledge Point,Angle measure,Understanding of Angular Measurements,1.0986122886681098,Topic,Knowledge Point
719,Topic to Knowledge Point,Scale,Understanding of Angular Measurements,0.6931471805599453,Topic,Knowledge Point
720,Topic to Knowledge Point,Proportion,Understanding of Angular Measurements,0.6931471805599453,Topic,Knowledge Point
721,Topic to Knowledge Point,Geometry,Understanding Angular Measurement,0.6931471805599453,Topic,Knowledge Point
722,Topic to Knowledge Point,Angle measure,Understanding Angular Measurement,0.6931471805599453,Topic,Knowledge Point
723,Topic to Knowledge Point,Scale,Understanding Angular Measurement,0.6931471805599453,Topic,Knowledge Point
724,Topic to Knowledge Point,Proportion,Understanding Angular Measurement,0.6931471805599453,Topic,Knowledge Point
725,Topic to Knowledge Point,Geometry,Mathematical Operations,0.6931471805599453,Topic,Knowledge Point
726,Topic to Knowledge Point,Angle measure,Mathematical Operations,0.6931471805599453,Topic,Knowledge Point
727,Topic to Knowledge Point,Scale,Mathematical Operations,0.6931471805599453,Topic,Knowledge Point
728,Topic to Knowledge Point,Proportion,Mathematical Operations,0.6931471805599453,Topic,Knowledge Point
729,Knowledge Point to Knowledge Point,Unit Conversion,Mathematical Operations,0.6931471805599453,Knowledge Point,Knowledge Point
730,Topic to Topic,Percentage,Venn Diagramming,1.0986122886681098,Topic,Topic
731,Topic to Topic,Geometry,Law of Cosines,0.6931471805599453,Topic,Topic
732,Topic to Knowledge Point,Geometry,Distance Measurement in Astronomy,1.0986122886681098,Topic,Knowledge Point
733,Topic to Knowledge Point,Law of Cosines,Distance Measurement in Astronomy,0.6931471805599453,Topic,Knowledge Point
734,Topic to Knowledge Point,Geometry,Application of Kinematics,0.6931471805599453,Topic,Knowledge Point
735,Knowledge Point to Knowledge Point,Understanding of Solar Phenomena,Distance Measurement in Astronomy,0.6931471805599453,Knowledge Point,Knowledge Point
736,Topic to Topic,Measurement,Parallax,1.791759469228055,Topic,Topic
737,Topic to Topic,Measurement,Metric units,2.0794415416798357,Topic,Topic
738,Topic to Topic,Measurement,Percentage change,1.791759469228055,Topic,Topic
739,Topic to Topic,Parallax,Metric units,1.791759469228055,Topic,Topic
740,Topic to Topic,Parallax,Percentage change,1.791759469228055,Topic,Topic
741,Topic to Topic,Metric units,Percentage change,1.791759469228055,Topic,Topic
742,Topic to Knowledge Point,Measurement,Comparative Analysis,0.6931471805599453,Topic,Knowledge Point
743,Knowledge Point to Knowledge Point,Calculation of Average Values,Comparative Analysis,0.6931471805599453,Knowledge Point,Knowledge Point
744,Topic to Topic,Metric measurement,Unit conversion,0.6931471805599453,Topic,Topic
745,Topic to Topic,Scale,Unit conversion,0.6931471805599453,Topic,Topic
746,Topic to Knowledge Point,Metric measurement,Unit Conversion Skills,0.6931471805599453,Topic,Knowledge Point
747,Topic to Knowledge Point,Unit conversion,Unit Conversion Skills,1.6094379124341003,Topic,Knowledge Point
748,Topic to Knowledge Point,Scientific notation,Kinetic Energy Calculation,0.6931471805599453,Topic,Knowledge Point
749,Topic to Topic,Evaluating a function,Square roots and forth roots,1.0986122886681098,Topic,Topic
750,Topic to Topic,Angular measure,Tangent formula,0.6931471805599453,Topic,Topic
751,Topic to Topic,Angular measure,Angular size,0.6931471805599453,Topic,Topic
752,Topic to Topic,Tangent formula,Angular size,0.6931471805599453,Topic,Topic
753,Topic to Topic,Scientific notation,Percentage,2.0794415416798357,Topic,Topic
754,Topic to Topic,Percentage,Rates of change,2.0794415416798357,Topic,Topic
755,Topic to Knowledge Point,Scientific notation,Energy Calculations,1.0986122886681098,Topic,Knowledge Point
756,Topic to Knowledge Point,Scientific notation,Conversion and Scientific Notation,0.6931471805599453,Topic,Knowledge Point
757,Topic to Knowledge Point,Scientific notation,Unit Conversion and Scaling,0.6931471805599453,Topic,Knowledge Point
758,Topic to Knowledge Point,Scientific notation,Unit Conversion and Time Management,0.6931471805599453,Topic,Knowledge Point
759,Topic to Knowledge Point,Scientific notation,Data Interpretation in Astronomy,0.6931471805599453,Topic,Knowledge Point
760,Topic to Topic,time=distance/speed,Equation of a parabola,1.9459101490553132,Topic,Topic
761,Topic to Topic,time=distance/speed,Curve fitting,1.9459101490553132,Topic,Topic
762,Topic to Topic,Scale model,Equation of a parabola,1.9459101490553132,Topic,Topic
763,Topic to Topic,Scale model,Curve fitting,1.9459101490553132,Topic,Topic
764,Topic to Topic,Metric math,Equation of a parabola,1.9459101490553132,Topic,Topic
765,Topic to Topic,Metric math,Curve fitting,1.9459101490553132,Topic,Topic
766,Topic to Topic,Equation of a parabola,Curve fitting,1.9459101490553132,Topic,Topic
767,Topic to Knowledge Point,time=distance/speed,System of Equations,0.6931471805599453,Topic,Knowledge Point
768,Topic to Knowledge Point,Scale model,System of Equations,0.6931471805599453,Topic,Knowledge Point
769,Topic to Knowledge Point,Metric math,System of Equations,0.6931471805599453,Topic,Knowledge Point
770,Topic to Knowledge Point,Equation of a parabola,System of Equations,0.6931471805599453,Topic,Knowledge Point
771,Topic to Knowledge Point,Curve fitting,System of Equations,0.6931471805599453,Topic,Knowledge Point
772,Topic to Knowledge Point,time=distance/speed,Distance and Angular Measurement,0.6931471805599453,Topic,Knowledge Point
773,Topic to Knowledge Point,Scale model,Application of Mathematical Formulas,0.6931471805599453,Topic,Knowledge Point
774,Topic to Knowledge Point,Scale model,Distance and Angular Measurement,0.6931471805599453,Topic,Knowledge Point
775,Topic to Knowledge Point,Metric math,Distance and Angular Measurement,0.6931471805599453,Topic,Knowledge Point
776,Topic to Knowledge Point,Equation of a parabola,Distance and Angular Measurement,0.6931471805599453,Topic,Knowledge Point
777,Topic to Knowledge Point,Curve fitting,Distance and Angular Measurement,0.6931471805599453,Topic,Knowledge Point
778,Topic to Topic,Scale model,Metric measurement,1.6094379124341003,Topic,Topic
779,Topic to Knowledge Point,Metric measurement,Understanding Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
780,Topic to Topic,Scale model,Proportion,3.1354942159291497,Topic,Topic
781,Topic to Topic,Scale model,Fractions,3.091042453358316,Topic,Topic
782,Topic to Topic,Proportion,Fractions,2.4849066497880004,Topic,Topic
783,Topic to Knowledge Point,Scale model,Understanding of Solar Wind Dynamics,0.6931471805599453,Topic,Knowledge Point
784,Topic to Knowledge Point,Proportion,Understanding of Solar Wind Dynamics,0.6931471805599453,Topic,Knowledge Point
785,Topic to Knowledge Point,Fractions,Understanding of Solar Wind Dynamics,0.6931471805599453,Topic,Knowledge Point
786,Topic to Knowledge Point,Proportion,Distance Measurement in Astronomy,1.6094379124341003,Topic,Knowledge Point
787,Topic to Topic,Scale model,speed = distance/time,2.772588722239781,Topic,Topic
788,Topic to Topic,speed = distance/time,Proportion,1.0986122886681098,Topic,Topic
789,Topic to Knowledge Point,Scale model,Data Interpretation and Application,1.0986122886681098,Topic,Knowledge Point
790,Topic to Knowledge Point,Proportion,Data Interpretation and Application,0.6931471805599453,Topic,Knowledge Point
791,Topic to Knowledge Point,Scale model,Scale and Measurement in Astronomy,0.6931471805599453,Topic,Knowledge Point
792,Topic to Topic,Averaging integers,Rounding,1.3862943611198906,Topic,Topic
793,Topic to Knowledge Point,Averaging integers,Data Interpretation,0.6931471805599453,Topic,Knowledge Point
794,Topic to Knowledge Point,Rounding,Data Interpretation,0.6931471805599453,Topic,Knowledge Point
795,Topic to Knowledge Point,Rates,Understanding of Temperature in Space,0.6931471805599453,Topic,Knowledge Point
796,Topic to Knowledge Point,Unit conversion,Conversion of Energy Units,0.6931471805599453,Topic,Knowledge Point
797,Topic to Knowledge Point,Unit conversion,Units of Measurement,1.3862943611198906,Topic,Knowledge Point
798,Topic to Knowledge Point,Unit conversion,Thermal Dynamics in Space,0.6931471805599453,Topic,Knowledge Point
799,Topic to Knowledge Point,Unit conversion,Concept of Averaging,0.6931471805599453,Topic,Knowledge Point
800,Topic to Topic,Graphing tabular data,Decimals,0.6931471805599453,Topic,Topic
801,Topic to Knowledge Point,Venn Diagramming,Understanding Solar Phenomena,1.0986122886681098,Topic,Knowledge Point
802,Topic to Knowledge Point,Venn Diagramming,Probability Calculation,0.6931471805599453,Topic,Knowledge Point
803,Knowledge Point to Knowledge Point,Understanding Solar Phenomena,Probability Calculation,0.6931471805599453,Knowledge Point,Knowledge Point
804,Topic to Knowledge Point,Time calculation,Time Calculation,1.0986122886681098,Topic,Knowledge Point
805,Topic to Knowledge Point,distance = speed x time,Understanding Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
806,Topic to Knowledge Point,distance = speed x time,Time Calculation,1.0986122886681098,Topic,Knowledge Point
807,Topic to Knowledge Point,Time calculation,Unit Conversion,0.6931471805599453,Topic,Knowledge Point
808,Topic to Knowledge Point,distance = speed x time,Unit Conversion,1.0986122886681098,Topic,Knowledge Point
809,Topic to Knowledge Point,Time calculation,Understanding of Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
810,Topic to Knowledge Point,distance = speed x time,Understanding of Solar Phenomena,0.6931471805599453,Topic,Knowledge Point
811,Knowledge Point to Knowledge Point,Understanding of Solar Phenomena,Time Calculation,0.6931471805599453,Knowledge Point,Knowledge Point
812,Knowledge Point to Knowledge Point,Unit Conversion,Time Calculation,0.6931471805599453,Knowledge Point,Knowledge Point
813,Topic to Knowledge Point,Time calculation,Understanding of Coronal Mass Ejections (CMEs):,0.6931471805599453,Topic,Knowledge Point
814,Topic to Knowledge Point,distance = speed x time,Understanding of Coronal Mass Ejections (CMEs):,0.6931471805599453,Topic,Knowledge Point
815,Topic to Topic,Area of regular polygons,Estimating areas of non-square shapes,1.9459101490553132,Topic,Topic
816,Topic to Knowledge Point,Area of regular polygons,Application of Area Formulas,0.6931471805599453,Topic,Knowledge Point
817,Topic to Knowledge Point,Estimating areas of non-square shapes,Application of Area Formulas,0.6931471805599453,Topic,Knowledge Point
818,Topic to Topic,Fahrenheit and celsius degrees,Rates of change,1.3862943611198906,Topic,Topic
819,Topic to Knowledge Point,Fahrenheit and celsius degrees,Geothermal Gradient Understanding,0.6931471805599453,Topic,Knowledge Point
820,Topic to Knowledge Point,Rates of change,Geothermal Gradient Understanding,0.6931471805599453,Topic,Knowledge Point
821,Topic to Topic,Algebra,Rates of change,1.0986122886681098,Topic,Topic
822,Topic to Knowledge Point,Algebra,Mathematical Modeling of Physical Phenomena,0.6931471805599453,Topic,Knowledge Point
823,Topic to Topic,Algebra,Temperature gradients,1.3862943611198906,Topic,Topic
